,sent_id,text,label
34,pagesOfTextToDisplay-metadataToHighlight.json.json_34,a8[ fis] dis16 a[ b c ... (a) Music score example f(x)=\frac{ \sqrt{ x-1 } }{x-2} (b) Formula example Figure 1: Some structural image examples.,
35,pagesOfTextToDisplay-metadataToHighlight.json.json_35,Left is a music bar from Cello Suite No.,
36,pagesOfTextToDisplay-metadataToHighlight.json.json_36,1 in G major by Bach; Right is a function formula from a high school math exercise.,
37,pagesOfTextToDisplay-metadataToHighlight.json.json_37,"placed simply from left to right, but the positions in the stave for each note are also specified, often with annotations added left or above.",
38,pagesOfTextToDisplay-metadataToHighlight.json.json_38,"A division formula in Figure 1(b) contains nested structure, where the equation components are placed at the left and right side of the equal sign, with two parts of the right-hand-side fraction placed above and below the middle line.",
39,pagesOfTextToDisplay-metadataToHighlight.json.json_39,"Thus, it is necessary for transcribing to not only capture the information from local areas, but also preserve the internal structure and organization of the content.",
40,pagesOfTextToDisplay-metadataToHighlight.json.json_40,"Second, content objects in structural images, even if they just take a small proportion, may carry much semantics.",
41,pagesOfTextToDisplay-metadataToHighlight.json.json_41,"For example, the note marked by blue box in Figure 1(a) is written as "" dis16 "" in LilyPond 1 , which means that the note is D# (""- is "" for sharp), and the note is a sixteenth note (denoted by "" 16 ""); the formula marked in Figure 1(b) means "" \sqrt{...} "" in T E X code, representing the square root operator, with the scope defined by curly braces.",
42,pagesOfTextToDisplay-metadataToHighlight.json.json_42,"Thus, it is very challenging to transcribe the complete content from an area containing such a informative object, compared to just one character in tasks such as scene text recognition.",
43,pagesOfTextToDisplay-metadataToHighlight.json.json_43,"Third, there exist plenty of similar objects puzzling the transcribing task, e.g., a sixteenth note (blue in Figure 1(a)) just contains one more flag on the stem than an eighth note (red), while notes with same duration and different pitches are almost identical except for their positioning.",
44,pagesOfTextToDisplay-metadataToHighlight.json.json_44,This characteristic requires a careful design for the transcribing.,
45,pagesOfTextToDisplay-metadataToHighlight.json.json_45,"To address the above challenges, following the observation on human transcribing process, i.e., first find out where to look, then write down the content, we present a two-stage ""where-to-what"" solution and propose a hierarchical framework called the S potlighted T ranscribing N etwork (STN) for transcribing content from structural images.",
46,pagesOfTextToDisplay-metadataToHighlight.json.json_46,"Specifically, after encoding images as features vectors, in our decoder component, we first propose a spotlight module with a novel mechanism to handle the ""where-to-look"" problem and decide a reading path focusing on areas of the original image following its internal structure.",
47,pagesOfTextToDisplay-metadataToHighlight.json.json_47,"Then, based on the learned spotlights areas, we aim for ""what-to-write"" problem and develop a GRU based network for transcribing the semantic content from the local spotlight areas.",
48,pagesOfTextToDisplay-metadataToHighlight.json.json_48,"Moreover, we propose two implementations on the basis of the STN framework.",
49,pagesOfTextToDisplay-metadataToHighlight.json.json_49,"The first is a straightforward one, i.e., STNM with Markov property , in which the spotlight placement follows a Markov chain.",
50,pagesOfTextToDisplay-metadataToHighlight.json.json_50,"Comparatively, the second is a more sophisticated one, i.e., STNR with Recurrent modeling , which can track long-term characteristics of spotlight movements.",
51,pagesOfTextToDisplay-metadataToHighlight.json.json_51,"We also design a reinforcement method to refine STN, self-improving the spotlight mechanism.",
52,pagesOfTextToDisplay-metadataToHighlight.json.json_52,"We conduct extensive experiments on real-world structural image datasets, where the results clearly demonstrate the effectiveness of the STN framework.",
53,pagesOfTextToDisplay-metadataToHighlight.json.json_53,"1 A domain specific language for music notation, http://lilypond.org/ 2 RELATED WORK The related research topics to our concerns can be classified into the following three categories: encoder-decoder system, attention mechanism, and reinforcement learning.",
54,pagesOfTextToDisplay-metadataToHighlight.json.json_54,"2.1 Encoder-Decoder System The encoder-decoder system is a general framework, which has been applied to many applications, such as neural machine translation [ 3 , 7 ] and image captioning [ 33 , 36 ].",
55,pagesOfTextToDisplay-metadataToHighlight.json.json_55,"Generally, the system has two separate parts, one encoder for representing and encoding the input information into a feature vector, and one decoder for generating the output sequence according to the encoded representation.",
56,pagesOfTextToDisplay-metadataToHighlight.json.json_56,"Due to its remarkable performance, many efforts have been made to apply it to scene text recognition [ 35 ], aiming at transcribing texts from natural images.",
57,pagesOfTextToDisplay-metadataToHighlight.json.json_57,"Specifically, for encoder design, representative works leveraged deep CNN based networks, which have been the most popular methods due to their performance on hierarchical feature extraction [ 26 ], to learn the information encodings from images [ 16 ].",
58,pagesOfTextToDisplay-metadataToHighlight.json.json_58,"Then for decoder selection, variations of recurrent neural networks (RNN), such as LSTM [ 12 ] and GRU [ 8 ], were utilized to generate the output text sequence, both of which are able to preserve long-term dependencies for text representations [ 32 ].",
59,pagesOfTextToDisplay-metadataToHighlight.json.json_59,"The whole architecture is end-to-end, which show the effectiveness in practice [30].",
60,pagesOfTextToDisplay-metadataToHighlight.json.json_60,"2.2 Attention Mechanism However, in the original encoder-decoder systems, encoding the whole input into one vector usually makes the encoded information of images clumsy and confusing for the decoder to read from, leading to unsatisfactory transcription [ 22 ].",
61,pagesOfTextToDisplay-metadataToHighlight.json.json_61,"To improve the encoderdecoder models addressing this problem, inspired by human visual system, researchers have tried to propose many attention mechanisms to highlight different parts of the encoder output by assigning weights to encoding vectors in each step of text generation [ 3 , 24 , 36 ] or sequential prediction [ 31 , 39 ].",
62,pagesOfTextToDisplay-metadataToHighlight.json.json_62,"For example, Bahdanau et al. [",
63,pagesOfTextToDisplay-metadataToHighlight.json.json_63,3 ] proposed a way to jointly generate and align words using attention mechanism.,
64,pagesOfTextToDisplay-metadataToHighlight.json.json_64,Xu et al. [,
65,pagesOfTextToDisplay-metadataToHighlight.json.json_65,36 ] proposed soft and hard attention mechanisms for image captioning.,
66,pagesOfTextToDisplay-metadataToHighlight.json.json_66,Lee et al. [,
67,pagesOfTextToDisplay-metadataToHighlight.json.json_67,19 ] used an attention-based encoder-decoder system for character recognition problems.,
68,pagesOfTextToDisplay-metadataToHighlight.json.json_68,Our work improves the previous studies mainly from the following two aspects.,
69,pagesOfTextToDisplay-metadataToHighlight.json.json_69,"First, the attention weights are usually calculated by the correspondence between outputs and the whole content, which let the models know ""what"" to look but not ""where"" to look.",
70,pagesOfTextToDisplay-metadataToHighlight.json.json_70,"In our work, we propose a novel spotlight mechanism to directly find a reading path tracking the image structure for transcribing.",
71,pagesOfTextToDisplay-metadataToHighlight.json.json_71,"Second, previous decoding process has one RNN for learning attentions and transcribing simultaneously, which may cause some confusion for transcription, while our framework models spotlighting and transcribing with two separate facilities, avoiding the confusion between two sequences.",
72,pagesOfTextToDisplay-metadataToHighlight.json.json_72,"2.3 Reinforcement Learning Deep reinforcement learning is a kind of state-of-the-art technique, which has shown superior abilities in many fields, such as gaming and robotics [ 1 ].",
73,pagesOfTextToDisplay-metadataToHighlight.json.json_73,"The main idea of them is to learn and refine model Research Track Paper KDD 2018, August 19 ‒ 23, 2018, London, United Kingdom 2644 Transcribing Content from Structural Images with Spotlight Mechanism KDD '18, August 19–23, 2018, London, United Kingdom 0 20 40 Content length 0 2 4 6 8 Percentage (%) (a) Melody 0 20 40 Content length 0 5 10 15 20 Percentage (%) (b) Formula 0 50 100 Content length 0 1 2 3 4 Percentage (%) (c) Multi-Line 0 20 40 Content length 0 5 10 15 20 Percentage (%) (d) SVT 0 20 40 Content length 0 5 10 15 Percentage (%) (e) IIIT5K Figure 2: Comparison of structural image (blue) and scene text recognition datasets (red) on content length distribution.",
74,pagesOfTextToDisplay-metadataToHighlight.json.json_74,Table 1: The statistics of the datasets.,
75,pagesOfTextToDisplay-metadataToHighlight.json.json_75,Dataset Image count Token space Token count Avg.,
76,pagesOfTextToDisplay-metadataToHighlight.json.json_76,tokens per image Avg.,
77,pagesOfTextToDisplay-metadataToHighlight.json.json_77,"image pixels Melody 4208 70 82,834 19.7 15,602.7 Formula 61649 127 607,061 9.7 1,190.7 Multi-Line 4595 127 182,112 39.8 9,016.6 SVT 618 26 3,796 5.9 12,733.5 IIIT5K 3000 36 15,269 5.0 11,682.0 parameters according to task-specific reward signals.",
78,pagesOfTextToDisplay-metadataToHighlight.json.json_78,"For example, Ranzato et al. [",
79,pagesOfTextToDisplay-metadataToHighlight.json.json_79,"27 ] used the whole sequence metrics to guide the sequence generation, using REINFORCE method; Bahdanau et al. [",
80,pagesOfTextToDisplay-metadataToHighlight.json.json_80,"2 ] utilized the actor-critic algorithm for sequence prediction, refining the model to improve sentence BLEU score.",
81,pagesOfTextToDisplay-metadataToHighlight.json.json_81,"3 PRELIMINARIES In this section, we first give a clear definition of structural images, and introduce the structural image datasets used in this paper.",
82,pagesOfTextToDisplay-metadataToHighlight.json.json_82,Then we discuss the crucial differences between structural image transcribing and typical scene text recognition with exclusive data analysis.,
83,pagesOfTextToDisplay-metadataToHighlight.json.json_83,"At last, we give the formal definition of the structural image transcription problem.",
84,pagesOfTextToDisplay-metadataToHighlight.json.json_84,"3.1 Data Description In this paper, we mainly focus on transcribing content from structural images.",
85,pagesOfTextToDisplay-metadataToHighlight.json.json_85,"Structural images refer to printed graphics that are not only a set of content objects, but also contain meaningful structure, i.e., object placement, following a certain grammar.",
86,pagesOfTextToDisplay-metadataToHighlight.json.json_86,Content with its structure can often be described by a domain specific language and complied by the corresponding software.,
87,pagesOfTextToDisplay-metadataToHighlight.json.json_87,"Typical structural images include music scores, formulas and flow charts, etc.,",
88,pagesOfTextToDisplay-metadataToHighlight.json.json_88,"which can be described in music notation, T E X and UML code, respectively.",
89,pagesOfTextToDisplay-metadataToHighlight.json.json_89,"We exploit two real-world datasets, i.e., Melody and Formula , along with one synthetic dataset Multi-Line , specifically for the structural image transcription task 2 .",
90,pagesOfTextToDisplay-metadataToHighlight.json.json_90,"The Melody dataset contains pieces of music scores and their source code in LilyPond collected from the Internet 3 , mostly instrumental solos and choral pieces 2 Datasets are available at: http://home.ustc.edu.cn/~yxonic/stn_dataset.7z.",
91,pagesOfTextToDisplay-metadataToHighlight.json.json_91,"3 http://web.mit.edu/music21/ written by Bach, split into 1 to 4 bar length, forming 4208 imagecode pairs.",
92,pagesOfTextToDisplay-metadataToHighlight.json.json_92,"The Formula dataset is collected from Zhixue.com, an online educational system, which contains 61649 printed formulas from high school math exercises, with their corresponding T E X code.",
93,pagesOfTextToDisplay-metadataToHighlight.json.json_93,"To further demonstrate transcription on images with more complicated structure, we also construct the Multi-Line dataset that contains 4595 multi-line formulas, e.g., piecewise function, each line consisting of some complex formulas, e.g., multiple integral.",
94,pagesOfTextToDisplay-metadataToHighlight.json.json_94,We summarize some basic statistics of these datasets in Table 1.,
95,pagesOfTextToDisplay-metadataToHighlight.json.json_95,We now conduct deep analysis to show the unique characteristics of the structural image transcription task compared to traditional scene text recognition.,
96,pagesOfTextToDisplay-metadataToHighlight.json.json_96,"Specifically, we compare our datasets with two commonly used datasets for scene text recognition, i.e., SVT [ 34 ] and IIIT5K [ 23 ], and conclude three main differences.",
97,pagesOfTextToDisplay-metadataToHighlight.json.json_97,"First, structural image transcription needs to preserve more information: other than just objects, how they are organized should also be transcribed.",
98,pagesOfTextToDisplay-metadataToHighlight.json.json_98,"As shown in Table 1 and Figure 2, our datasets contain significantly longer content in relatively small images.",
99,pagesOfTextToDisplay-metadataToHighlight.json.json_99,"Sequences longer than 10 tokens taking 75.0%, 30.4% and 99.9% of Melody, Formula and Multi-Line datasets, respectively.",
100,pagesOfTextToDisplay-metadataToHighlight.json.json_100,"However, only 1.9% in SVT and 2.7% in IIIT5K have more than 10 character long sequences.",
101,pagesOfTextToDisplay-metadataToHighlight.json.json_101,"In addition, Melody, Formula and Multi-Line contain in average 1.26, 8.15 and 4.14 tokens every 1000 pixels, while SVT and IIIT5k only contain 0.46 and 0.43 characters, respectively, which indicates that each proportion of an image contains more information to be transcribed, along with the informative structure.",
102,pagesOfTextToDisplay-metadataToHighlight.json.json_102,"Second, the output space and count in our datasets are often larger than SVT and IIIT5K, as shown in Table 1.",
103,pagesOfTextToDisplay-metadataToHighlight.json.json_103,"Hence, it is even more complicated to transcribe content from structural images compared to text recognition.",
104,pagesOfTextToDisplay-metadataToHighlight.json.json_104,"Third, structural image transcription process is reversible, meaning the corresponding code should be able to compile and regenerate the original image, which is not necessary or possible for traditional scene text recognition.",
105,pagesOfTextToDisplay-metadataToHighlight.json.json_105,"In summary, the above analysis clearly shows that the structural image transcription problem is quite different from traditional scene text recognition tasks.",
106,pagesOfTextToDisplay-metadataToHighlight.json.json_106,"As a result, it is necessary to design a new approach that better fits this problem.",
107,pagesOfTextToDisplay-metadataToHighlight.json.json_107,"3.2 Problem Definition In this subsection, we formally introduce the structural image transcription problem.",
108,pagesOfTextToDisplay-metadataToHighlight.json.json_108,"In our image transcribing applications, we are given structural images and their corresponding source code.",
109,pagesOfTextToDisplay-metadataToHighlight.json.json_109,"Each Research Track Paper KDD 2018, August 19 ‒ 23, 2018, London, United Kingdom 2645 KDD '18, August 19–23, 2018, London, United Kingdom Y. Yin et al.",
110,pagesOfTextToDisplay-metadataToHighlight.json.json_110,"Transcribing Decoder Transcription Module h t-1 t - 1 control control CNN (dis) (16) (a) V Image Encoder Spotlight Module control y t y t + 1 y t - 1 h t + 1 h t h t - 1 s t s t + 1 s t - 1 sc t sc t + 1 sc Figure 3: The STN model architecture consists of two main parts: 1) a convolutional image feature extractor as the encoder, and 2) the transcribing decoder.",
111,pagesOfTextToDisplay-metadataToHighlight.json.json_111,"At the decoding stage, the spotlight module is first engaged to handle the ""where-to-look"" problem.",
112,pagesOfTextToDisplay-metadataToHighlight.json.json_112,"Afterwards, the transcription module finds out ""what-to-write"" by utilizing the spotlighted information from the encoder, generating the transcribed content one token at a time.",
113,pagesOfTextToDisplay-metadataToHighlight.json.json_113,"input image x is a one-channel gray-scale image with width W and height H , containing content such as music notations or printed formulas.",
114,pagesOfTextToDisplay-metadataToHighlight.json.json_114,"For each image, the expected output, i.e., its source code, is given as a token sequence y = { y 1 , y 2 ,..., y T } , where T is the length of token sequence.",
115,pagesOfTextToDisplay-metadataToHighlight.json.json_115,"Each y t can be a LilyPond notation ( c , fis , . . . )",
116,pagesOfTextToDisplay-metadataToHighlight.json.json_116,"in music score transcribing task, or a T E X token ( x , \frac , . . . )",
117,pagesOfTextToDisplay-metadataToHighlight.json.json_117,in formula transcribing task.,
118,pagesOfTextToDisplay-metadataToHighlight.json.json_118,"Moreover, structural images are reversible, by which we mean that the token sequence is expected to reconstruct the original image using the corresponding compiler.",
119,pagesOfTextToDisplay-metadataToHighlight.json.json_119,"Therefore, the problem can be defined as: Definition 3.1. (",
120,pagesOfTextToDisplay-metadataToHighlight.json.json_120,Structural Image Transcription Problem ).,
121,pagesOfTextToDisplay-metadataToHighlight.json.json_121,"Given a structural W × H image x , our goal is to transcribe the content from it as a sequence ˆ y = { ˆ y 1 , ˆ y 2 ,..., ˆ y T } as close as possible to the source code sequence y , where each ˆ y t is the predicted token taking from the specific language corresponding to the image.",
122,pagesOfTextToDisplay-metadataToHighlight.json.json_122,"4 SPOTLIGHTED TRANSCRIBING NETWORK In this section, we introduce the Spotlighted Transcribing Network (STN) framework in detail.",
123,pagesOfTextToDisplay-metadataToHighlight.json.json_123,First we give an overview of the model architecture.,
124,pagesOfTextToDisplay-metadataToHighlight.json.json_124,Then we describe all the details of our proposed spotlight mechanism in following sections.,
125,pagesOfTextToDisplay-metadataToHighlight.json.json_125,Finally we discuss the training process of STN with reinforcement learning for refinement.,
126,pagesOfTextToDisplay-metadataToHighlight.json.json_126,"4.1 Model Overview Figure 3 shows the overall architecture of Spotlighted Transcribing Network (STN), which consists of two main components: (1) a convolutional feature extractor network as the encoder, which learns the visual representations V from the input image x ; (2) a hierarchical transcribing decoder, which we mainly focus on in this work.",
127,pagesOfTextToDisplay-metadataToHighlight.json.json_127,"Mimicking human reading process, the decoder first takes the encoded image information V and find out ""where-to-look"" by shedding spotlight on it, following the learned reading path, then generates the token sequence y , by predicting one token at a time using a GRU-based output network, solving the ""what-to-write"" problem.",
128,pagesOfTextToDisplay-metadataToHighlight.json.json_128,"In the following subsections, we will explain how each part of the STN works in detail.",
129,pagesOfTextToDisplay-metadataToHighlight.json.json_129,4.2 Image Encoder The encoder part of STN is for extracting and embedding information from the image.,
130,pagesOfTextToDisplay-metadataToHighlight.json.json_130,"Instead of embedding the complete image x into one vector, which may cause a loss in structural information [ 36 ], we extract a set of feature vectors V , each of which is a D -dimensional representation corresponding to a part of the image: V = { V ( i , j ) : i = 1 ,..., W ′ , j = 1 ,..., H ′ } , V ( i , j ) ∈ R D .",
131,pagesOfTextToDisplay-metadataToHighlight.json.json_131,"A deep convolutional neural network (CNN) is used as the feature extractor to capture high-level semantic information, which we denote as f (· ; θ f ) .",
132,pagesOfTextToDisplay-metadataToHighlight.json.json_132,"We follow the state-of-the-art image feature extractor design as in ResNet [ 11 ], adding residual connections between convolutional layers, together with ReLU activation [ 25 ] and batch normalization [ 15 ] to stabilize training, but removing the fully connected layers along with higher convolutional and pooling layers.",
133,pagesOfTextToDisplay-metadataToHighlight.json.json_133,"As a result, we construct an extractor network that takes an image x , outputs a 3 dimensional tensor V ( W ′ × H ′ × D ): V = f ( x ; θ f ) , (1) Research Track Paper KDD 2018, August 19 ‒ 23, 2018, London, United Kingdom 2646 Transcribing Content from Structural Images with Spotlight Mechanism KDD '18, August 19–23, 2018, London, United Kingdom where vector V ( i , j ) at each location ( i , j ) represents the local semantic information.",
134,pagesOfTextToDisplay-metadataToHighlight.json.json_134,"The output tensor also preserves spatial and contextual information, with the property that adjacent vectors representing neighboring parts of the image.",
135,pagesOfTextToDisplay-metadataToHighlight.json.json_135,This allows the decoder module to use the image information selectively with both content and location in mind.,
136,pagesOfTextToDisplay-metadataToHighlight.json.json_136,"4.3 Transcribing Decoder The transcribing decoder of STN, as in typical encoder-decoder architecture, generates one token at a time, by giving its conditional probability over the encoder output V and all the previous outputs { y 1 ,..., y t − 1 } at each time step t .",
137,pagesOfTextToDisplay-metadataToHighlight.json.json_137,"Hence, we can denote the probability of a decoder yielding a sequence y as: P ( y | x ) = T Ö t = 1 P ( y t | y 1 ,..., y t − 1 , V ) . (",
138,pagesOfTextToDisplay-metadataToHighlight.json.json_138,"2) Considering the fact that the output history can be long, we embed the history before time step t into a hidden state vector h t by utilizing a variation of RNN — Gated Recurrent Unit (GRU), which preserves more long-term dependencies.",
139,pagesOfTextToDisplay-metadataToHighlight.json.json_139,"Formally, at time step t , the hidden state for output history h t is updated based on the last output item y t − 1 and the previous output history h t − 1 , by an GRU network GRU (· ; θ h ) : h t = GRU ( y t − 1 , h t − 1 ; θ h ) . (",
140,pagesOfTextToDisplay-metadataToHighlight.json.json_140,"3) For image part, the visual representation V we get as the encoder output carries enough semantic information, but as a whole it can be confounding for the decoder to comprehend, and thus needs careful selection [ 36 ].",
141,pagesOfTextToDisplay-metadataToHighlight.json.json_141,"To deal with this problem, we mimic what human do when reading images: focus on one spot at a time, write down content, then focus on a next spot following the image structure [ 4 ].",
142,pagesOfTextToDisplay-metadataToHighlight.json.json_142,"Along this line, we propose a module with novel spotlight mechanism, where at each time step, we only focus on information around a certain spotlight center.",
143,pagesOfTextToDisplay-metadataToHighlight.json.json_143,"We refer to the spotlight center position as s t at time step t , and the spotlighted information as spotlight context sc t .",
144,pagesOfTextToDisplay-metadataToHighlight.json.json_144,"Further details on how to get focused spotlight context are described in Section 4.4, while how to move the spotlight following the structure is described in Section 4.5.",
145,pagesOfTextToDisplay-metadataToHighlight.json.json_145,"With embedded history h t , and spotlight context sc t , together with current spotlight position s t , the conditional probability of output token at time t can then be parameterized as follows: P ( y t | y 1 ,..., y t − 1 , V ) = Softmax ( d ( h t ⊕ sc t ⊕ s t ; θ d )) , (4) where d (· ; θ d ) is a transformation function (e.g. a feed-forward neural network) that outputs a vocabulary-sized vector, and ⊕ represents the operation that concatenates two vectors.",
146,pagesOfTextToDisplay-metadataToHighlight.json.json_146,"The overall transcription loss L on an image-sequence pair is then defined as the negative log likelihood of the token sequence over the image: L = T Õ t = 1 − log P ( y t | y 1 ,..., y t − 1 , V ) . (",
147,pagesOfTextToDisplay-metadataToHighlight.json.json_147,"5) With all the calculation being deterministic and differentiable, the model can be optimized through standard back-propagation. """,
148,pagesOfTextToDisplay-metadataToHighlight.json.json_148, 1 1 1 . . .,
149,pagesOfTextToDisplay-metadataToHighlight.json.json_149,2 2 2 . . . . . . . . . . . . . . .,
150,pagesOfTextToDisplay-metadataToHighlight.json.json_150,W ′ W ′ W ′ . . .,
151,pagesOfTextToDisplay-metadataToHighlight.json.json_151,I − x t x t x t . . .,
152,pagesOfTextToDisplay-metadataToHighlight.json.json_152,x t x t x t . . . . . . . . . . . . . . .,
153,pagesOfTextToDisplay-metadataToHighlight.json.json_153,x t x t x t . . .,
154,pagesOfTextToDisplay-metadataToHighlight.json.json_154,X t  2 +  H ′ 1 2 . . .,
155,pagesOfTextToDisplay-metadataToHighlight.json.json_155,H ′ 1 2 . . . . . . . . . . . . . . .,
156,pagesOfTextToDisplay-metadataToHighlight.json.json_156,H ′ 1 2 . . .,
157,pagesOfTextToDisplay-metadataToHighlight.json.json_157,J − y t y t y t . . .,
158,pagesOfTextToDisplay-metadataToHighlight.json.json_158,y t y t y t . . . . . . . . . . . . . . .,
159,pagesOfTextToDisplay-metadataToHighlight.json.json_159,y t y t y t . . .,
160,pagesOfTextToDisplay-metadataToHighlight.json.json_160,Y t  2 # / σ 2 t Figure 4: Demonstration of the parallelized operation on assigning weights.,
161,pagesOfTextToDisplay-metadataToHighlight.json.json_161,"It should be clear that the element at each position ( i , j ) of the result matrix is [( i − x t ) 2 + ( j − y t ) 2 ]/ σ 2 t .",
