,paperID,pos_score,sent_pos,text
40,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.0001491337170591578,40,"We have constructed a set of rules, based on research by cognitive psychologists, that estimate the relative difficulty of performing different perceptual tasks; these rules have been validated by eye-tracking experiments and are presented in (Elzer et al. ,"
100,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.0001484710373915732,100,Nouns in a caption often refer to an entity that is a label on the independent axis.
70,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.0001448158291168511,70,"However this type of caption would probably fall into the deductive class in (Corio and Lapalme, 1999). •"
164,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.00014283611380960792,164,We need to examine how to handle the occurrence of multiple verb classes in a caption.
84,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.00014197960263118148,84,"Since the term money machine is a colloquialism that suggests making a lot of money, the caption was judged to hint at the graphic's intended message."
178,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.00014180777361616492,178,Prosody-based automatic detection of annoyance and frustration in human-computer dialog.
57,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.00013985451369080693,57,"If there was disagreement between the coders on either the intention or the instantiation of the parameters, we utilized consensus-based annotation (Ang et al. ,"
130,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.0001397903251927346,130,"These probabilities are learned from our corpus of graphics, as described in (Elzer et al. ,"
64,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.00013829502859152853,64,"The following categorizes the purposes that these captions served, along with an example of each: • general heading (8 captions): ""UGI Monthly Gas Rates"" on a graphic conveying a recent spike in home heating bills. •"
32,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.0001379798777634278,32,"The graphic in Figure 2a conveys that average doctor visits per year is U-shaped by age; it starts out high when one is very young, decreases into middle age, and then rises again as one ages."
196,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.0001356554712401703,196,"S. Elzer, S. Carberry, N. Green, and J. Hoffman."
234,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.0001356554712401703,234,"J. Yu, J. Hunter, E. Reiter, and S. Sripada."
102,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.00013539254723582417,102,"An example from our corpus is ""Germans miss their marks"" where the graphic displays a bar chart that is intended to convey that Germans are the least happy with the Euro."
78,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.00012813566718250513,78,"For example, consider the caption ""Chirac is riding high in the polls"" which appeared on a graphic conveying that there has been a steady increase in Chirac's approval ratings from 55% to about 75%."
120,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.0001261282159248367,120,Each goal is broken down further into subtasks (perceptual or cognitive) that the viewer would need to perform in order to accomplish the goal of the parent node.
63,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.00012354410137049854,63,44% of the captions in our corpus did not convey to any extent the message of the information graphic.
56,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.00012230093125253916,56,"For example, if the coder classified the intended message of a graphic as Change-trend , the coder was also asked to identify where the first trend began, its general slope (increasing, decreasing, or stable), where the change in trend occurred, the end of the second trend, and the slope of the second trend."
99,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.00012097450235160068,99,"Here the adjective soaring is derived from the verb soar , and suggests that the graphic is conveying a strong increase. •"
176,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.00011457694199634716,176,"References J. Ang, R. Dhillon, A. Krupski, E. Shriberg, and A. Stolcke."
217,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.00010913368168985471,217,"International Journal of Human-Computer Studies , 61(1):32–70, 2004."
43,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.00010769798973342404,43,"Entities that have been made salient suggest particular instantiations of perceptual tasks that the viewer is expected to perform, such as comparing the heights of two highlighted bars in a bar chart."
2,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.00010561830276856199,2,"of Computer Science, University of Delaware, Newark, DE 19716 3 Dept."
138,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.0001054632812156342,138,"Each experiment consisted of two parts, one inDiner's Club Discover American Express Mastercard Visa 400 600 200 Total credit card purchases per year in billions Figure 4: A Graphic from Business Week 3 which captions were not taken into account in the Bayesian network and one in which the Bayesian network included evidence from captions."
26,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,0.00010013346036430448,26,"The summary graphic might be a simplification of a graphic or a merger of several graphics from the document, along with an appropriate summary caption."
123,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,9.883100574370474e-05,123,Next evidence nodes are added to the network to capture the kinds of evidence noted in Sections 3 and 4.3.
128,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,9.85053411568515e-05,128,"For example, the network requires the conditional probability of an entity appearing as a noun in the caption given that recognizing the intended message entails performing a particular perceptual task involving that entity."
61,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,9.815284283831716e-05,61,"We then examined the caption of each graphic, and determined to what extent the caption captured the graphic's intended message."
166,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,9.260261140298098e-05,166,An example is DJIA (for Dow Jones Industrial Average) that occurs in one graphic as a label but appears as Dow in the caption.
125,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,8.99542064871639e-05,125,"An evidence node, indicating for each verb class whether that verb class appears in the caption (either as a verb, or as an adjective derived from a verb, or as a noun that can also serve as a verb) is added as a child of the top level goal node."
156,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,8.94102340680547e-05,156,"On the other hand, if the caption is ""American Express total billings still lag"" (which is the caption associated with the graphic in our corpus), then we have two pieces of evidence from the caption — the verb lag , and the noun American Express which matches a label."
112,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,8.902838453650475e-05,112,"The XML representation of the graphic is augmented to indicate any independent axis labels that match nouns in the caption, and the presence of a verb or adjective class in the caption."
124,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,8.866435382515192e-05,124,"For example, evidence nodes are added to the network as children of each low-level perceptual task; these evidence nodes capture the relative difficulty (categorized as easy, medium, hard, or impossible) of performing the perceptual task as estimated by our effort estimation rules mentioned in Section 3, whether a parameter in the task refers to an entity that is salient in the graphic, and whether a parameter in the task refers to an entity that is a noun in the caption."
74,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,8.713648276170716e-05,74,Slightly over half the captions (56%) contributed to understanding the graphic's intended message.
87,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,8.691794209880754e-05,87,16% would require extensive domain knowledge or analogical reasoning to understand.
82,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,8.65836045704782e-05,82,"An example is ""GM's Money Machine"" which appeared on a graphic whose intended message was a contrast of recent performance against the previous trend — ie.,"
175,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,8.619810978416353e-05,175,Our research is part of a larger project aimed at providing alternative access to information graphics for individuals with sight impairments.
155,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,8.032720506889746e-05,155,"This is because the verb class containing lag appeared in our corpus as part of the caption for graphics whose message conveyed an entity with a minimum value, and not with graphics whose message conveyed the relative rank of all the depicted entities."
0,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,7.982031092979014e-05,0,Exploring and Exploiting the Limited Utility of Captions in Recognizing Intention in Information Graphics ∗ Stephanie Elzer 1 and Sandra Carberry 2 and Daniel Chester 2 and Seniz Demir 2 and Nancy Green 3 and Ingrid Zukerman 4 and Keith Trnka 2 1 Dept.
113,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,7.94061561464332e-05,113,"The Intention Recognition Module then analyzes the XML file to build the appropriate Bayesian network; the current system is limited to bar charts, but 2 As described in the next paragraph, there are 12 categories of high-level goals.the principles underlying the system should be extendible to other kinds of information graphics."
163,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,7.81841590651311e-05,163,"7 Future Work It is rare that a caption contains more than one verb class; when it does happen, our current system by default uses the first one that appears."
27,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,7.806540816091001e-05,27,Thus the end result of summarization will itself be a graphic.
105,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,7.72120984038338e-05,105,5 Utilizing Evidence We developed and implemented a probabilistic framework for utilizing evidence from a graphic and its caption to hypothesize the graphic's intended message.
17,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,7.71674167481251e-05,17,"Section 5 then describes how evidence obtained from a variety of communicative signals, including shallow processing of the graphic's caption, is used in a probabilistic system for hypothesizing the intended message of the graphic."
121,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,7.661021663807333e-05,121,"The network is built dynamically when the system is presented with a new information graphic, so that nodes are added to the network only as suggested by the graphic."
145,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,7.646903395652771e-05,145,"Although the early part of the graphic displays a change from decreasing immigration to a steadily increasing immigration trend, most of the graphic focuses on the decades of increasing immigration and the caption strengthens increasing trend in immigration as the intended message of the graphic."
171,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,7.583159458590671e-05,171,This paper has focused on the communicative evidence present in an information graphic and how it can be used in a probabilistic framework to reason about the graphic's intended message.
33,pagesOfTextToDisplay-limitation-in-InfoGraphics-confusion-,7.516647019656375e-05,33,"The graphic in Figure 2b presents the same data; but instead of conveying a trend, this graphic seems to convey that the elderly and the young have the highest number of doctor visits per year."
