,sent_id,text,label
53,pagesOfTextToDisplay-1.json_53,A number of commercial and research systems provide graphical interfaces leveraging the above methods.,
54,pagesOfTextToDisplay-1.json_54,"Many of these tools provide interfaces for schema matching or entity resolution [3, 9, 16, 23].",
55,pagesOfTextToDisplay-1.json_55,"Toped ++ [24] is an interface for creating Topes , objects that validate and transform data.",
56,pagesOfTextToDisplay-1.json_56,"Topes support transformations such as text formatting and lookups, but provide little support for filtering, reshaping, or aggregation.",
57,pagesOfTextToDisplay-1.json_57,"Bellman [5] helps users understand the structure and quality of a database, but does not enable transformations.",
58,pagesOfTextToDisplay-1.json_58,Many data cleaning applications apply direct manipulation and programming-by-demonstration (PBD) methods to specific cleaning tasks.,
59,pagesOfTextToDisplay-1.json_59,Users of SWYN [2] build regular expressions by providing example text selections and can evaluate their effect in visual previews.,
60,pagesOfTextToDisplay-1.json_60,Potluck [14] applies simultaneous text editing [19] to merge data sources.,
61,pagesOfTextToDisplay-1.json_61,Karma [26] infers text extractors and transformations for web data from examples entered in a table.,
62,pagesOfTextToDisplay-1.json_62,"Vegemite [18] applies PBD to integrate web data, automates the use of web services, and generates shareable scripts.",
63,pagesOfTextToDisplay-1.json_63,Other interfaces [15] apply PBD to data integration via copy and paste actions.,
64,pagesOfTextToDisplay-1.json_64,"Wrangler applies a number of these techniques: it infers regular expressions from example selections [2] and supports mass editing [14, 19].",
65,pagesOfTextToDisplay-1.json_65,Wrangler uses semantic roles akin to Topes [24] and provides natural language descriptions of transforms [18].,
66,pagesOfTextToDisplay-1.json_66,"However, Wrangler differs in important ways.",
67,pagesOfTextToDisplay-1.json_67,"PBD data tools support text extraction or data integration, but lack operations such as reshaping, aggregation, and missing value imputation.",
68,pagesOfTextToDisplay-1.json_68,Prior tools (except for Vegemite [18]) also do not generate scripts to document provenance.,
69,pagesOfTextToDisplay-1.json_69,Most closely related to Wrangler is prior work on interactive data cleaning.,
70,pagesOfTextToDisplay-1.json_70,Potter's Wheel [22] provides a transformation language for data formatting and outlier detection.,
71,pagesOfTextToDisplay-1.json_71,Wrangler extends the Potter's Wheel language with key differences discussed later.,
72,pagesOfTextToDisplay-1.json_72,"Ajax [8] also provides an interface to specify transforms, with advanced facilities for entity resolution.",
73,pagesOfTextToDisplay-1.json_73,Neither tool provides much support for direct manipulation: interaction is largely restricted to menu-based commands or entering programming statements.,
74,pagesOfTextToDisplay-1.json_74,Google Refine [13] (formerly Freebase GridWorks) leverages Freebase to enable entity resolution and discrepancy detection.,
75,pagesOfTextToDisplay-1.json_75,It provides summarization and filtering support through faceted histograms.,
76,pagesOfTextToDisplay-1.json_76,"Though users can specify some commands graphically, others must be written in a command language.",
77,pagesOfTextToDisplay-1.json_77,"Moreover, the system assumes that input data arrives in a proper tabular format, limiting the forms of data to which it can be applied.",
78,pagesOfTextToDisplay-1.json_78,Wrangler builds on this prior work to contribute novel techniques for specifying data transforms.,
79,pagesOfTextToDisplay-1.json_79,Wrangler provides an inference engine that generates and rank-orders suggested transforms in response to direct manipulation of a data table.,
80,pagesOfTextToDisplay-1.json_80,"Analysts can navigate the space of transforms by directly selecting data, indicating a desired transform via menus, or by modifying a related transform; each of these actions leads Wrangler to further refine the set of suggestions.",
81,pagesOfTextToDisplay-1.json_81,"To help analysts understand the effects of an operation before they commit to it, Wrangler's natural language transform descriptions are augmented by novel transform previews that visualize transform results.",
82,pagesOfTextToDisplay-1.json_82,"In concert, these techniques help analysts iteratively hone in on a desired transformation.",
83,pagesOfTextToDisplay-1.json_83,"USAGE SCENARIO Consider an example wrangling task, using housing crime data from the U.S. Bureau of Justice Statistics.",
84,pagesOfTextToDisplay-1.json_84,"The data were downloaded as a CSV (comma-separated values) file, but are not immediately usable by other tools: the data contains empty lines, U.S. states are organized in disjoint matrices, and the state names are embedded in other text.",
85,pagesOfTextToDisplay-1.json_85,We describe how an analyst can use Wrangler to transform the data into more usable formats (Figures 1–7).,
86,pagesOfTextToDisplay-1.json_86,"The analyst begins by pasting the text of the file into an input box; alternatively, she could upload the file.",
87,pagesOfTextToDisplay-1.json_87,The interface now shows a data table (Fig.,
88,pagesOfTextToDisplay-1.json_88,1).,
89,pagesOfTextToDisplay-1.json_89,"To the left of the table is a panel containing an interactive history, a transform menu, and a transform editor.",
90,pagesOfTextToDisplay-1.json_90,"The history already contains three transforms, as Wrangler inferred that the data was in CSV format and so split the text into rows on newline characters, split the rows into columns on commas, and promoted the first row to be the table header.",
91,pagesOfTextToDisplay-1.json_91,"Note that the analyst could undo any transform by clicking the red undo button (which appears upon mouse-over of a transform), or could modify transform parameters in place.",
92,pagesOfTextToDisplay-1.json_92,"In this case, she has no need.",
93,pagesOfTextToDisplay-1.json_93,The analyst then begins wrangling the file into a usable form.,
94,pagesOfTextToDisplay-1.json_94,"The analyst could specify transforms explicitly by selecting a transform type from the menu and then assigning values to parameters; however, she instead opts to use direct manipulation along with Wrangler's suggestion engine.",
95,pagesOfTextToDisplay-1.json_95,"First, she clicks a row header for an empty row (7) to select it; the transformation editor suggests possible operations in response (Fig.",
96,pagesOfTextToDisplay-1.json_96,1).,
97,pagesOfTextToDisplay-1.json_97,The first suggestion is to delete just the selected row.,
98,pagesOfTextToDisplay-1.json_98,The analyst can navigate the suggestions using the keyboard up and down arrows or by mousing over the description in the editor pane.,
99,pagesOfTextToDisplay-1.json_99,"As she navigates the suggestions, Wrangler previews the effects of the transforms in the data table.",
100,pagesOfTextToDisplay-1.json_100,"For deletions, the preview highlights the candidate deleted rows in red (Fig.",
101,pagesOfTextToDisplay-1.json_101,2).,
102,pagesOfTextToDisplay-1.json_102,The analyst mouses over the suggestion to delete all empty rows in the table and clicks the green add button to execute the transform.,
103,pagesOfTextToDisplay-1.json_103,The system then adds the deletion operation to the history view.,
104,pagesOfTextToDisplay-1.json_104,"The analyst would like to compare data across states, so she now needs to extract the state names and add them to each row of the data.",
105,pagesOfTextToDisplay-1.json_105,"She selects the text 'Alaska' in row 6 of the ""Year"" column.",
106,pagesOfTextToDisplay-1.json_106,Wrangler initially interprets this as selecting text at positions 18-24.,
107,pagesOfTextToDisplay-1.json_107,"The analyst updates Wrangler's Data Wrangler Export Import Split data repeatedly on newline into rows Split split repeatedly on ',' Promote row 0 to header Delete row 7 Delete empty rows Fill row 7 by copying values from above Fill row 7 by copying values from below Fold using row 7 as a key Fold Year using row 7 as a key Transform Script Text Split Cut Columns Fill Drop Rows Delete Fill Promote Table Fold Unfold Clear Year Property_crime_rate 0 Reported crime in Alabama 2 2004 4029.3 3 2005 3900 4 2006 3937 5 2007 3974.9 6 2008 4081.9 8 Reported crime in Alaska 10 2004 3370.9 11 2005 3615 12 2006 3582 13 2007 3373.9 14 2008 2928.3 16 Reported crime in Arizona 18 2004 5073.3 19 2005 4827 20 2006 4741.6 21 2007 4502.6 22 2008 4087.3 24 Reported crime in Arkansas 1 7 9 15 17 23 25 Figure 2.",
108,pagesOfTextToDisplay-1.json_108,Row deletion.,
109,pagesOfTextToDisplay-1.json_109,The analyst selects an empty row and chooses a delete transform.,
110,pagesOfTextToDisplay-1.json_110,Red highlights preview which rows will be deleted.,
111,pagesOfTextToDisplay-1.json_111,"Data Wrangler Export Import Split data repeatedly on newline into rows Split split repeatedly on ',' Promote row 0 to header Delete empty rows Extract from Year after 'in ' Extract from Year after ' in ' Cut from Year after 'in ' Cut from Year after ' in ' Split Year after 'in ' Split Year after ' in ' Transform Script Text Split Cut Columns Fill Drop Rows Delete Fill Promote Table Fold Unfold Clear Year extract Property_crime_rate 0 Reported crime in Alabama 1 2004 4029.3 2 2005 3900 3 2006 3937 4 2007 3974.9 5 2008 4081.9 6 Reported crime in Alaska 7 2004 3370.9 8 2005 3615 9 2006 3582 10 2007 3373.9 11 2008 2928.3 12 Reported crime in Arizona 13 2004 5073.3 14 2005 4827 15 2006 4741.6 16 2007 4502.6 17 2008 4087.3 18 Reported crime in Arkansas 19 2004 4033.1 20 2005 4068 21 2006 4021.6 22 2007 3945.5 23 2008 3843.7 24 Reported crime in California 25 2004 3423.9 Alabama Alaska Arizona Arkansas California Figure 3.",
112,pagesOfTextToDisplay-1.json_112,Text extraction.,
113,pagesOfTextToDisplay-1.json_113,The analyst selects state names to extract them into a new column.,
114,pagesOfTextToDisplay-1.json_114,Yellow highlights show a preview of the result.,
115,pagesOfTextToDisplay-1.json_115,"Data Wrangler Export Import Split data repeatedly on newline into rows Split split repeatedly on ',' Promote row 0 to header Delete empty rows Extract from Year after 'in ' Set extract's name to State Delete rows where State is null Fill State by copying values from above Fill State by copying values from below Transform Script Text Split Cut Columns Fill Drop Rows Delete Fill Promote Table Fold Unfold Clear Year State Property_crime_rate 0 Reported crime in Alabama Alabama 1 2004 4029.3 2 2005 3900 3 2006 3937 4 2007 3974.9 5 2008 4081.9 6 Reported crime in Alaska Alaska 7 2004 3370.9 8 2005 3615 9 2006 3582 10 2007 3373.9 11 2008 2928.3 12 Reported crime in Arizona Arizona 13 2004 5073.3 14 2005 4827 15 2006 4741.6 16 2007 4502.6 17 2008 4087.3 18 Reported crime in Arkansas Arkansas 19 2004 4033.1 20 2005 4068 21 2006 4021.6 22 2007 3945.5 23 2008 3843.7 24 Reported crime in California California 25 2004 3423.9 Alabama Alabama Alabama Alabama Alabama Alaska Alaska Alaska Alaska Alaska Arizona Arizona Arizona Arizona Arizona Arkansas Arkansas Arkansas Arkansas Arkansas California Figure 4.",
116,pagesOfTextToDisplay-1.json_116,Filling missing values.,
117,pagesOfTextToDisplay-1.json_117,"The analyst populates empty cells by clicking the gray bar in the data quality meter above the ""State"" column, and then selecting a fill transform.",
118,pagesOfTextToDisplay-1.json_118,"Data Wrangler Export Import Split data repeatedly on newline into rows Split split repeatedly on ',' Promote row 0 to header Delete empty rows Extract from Year after 'in ' Set extract's name to State Fill State by copying values from above Delete rows where Year starts with 'Reported' Delete rows where Year contains 'Reported' Extract from Year between positions 0, 8 Extract from Year on 'Reported' Cut from Year between positions 0, 8 Cut from Year on 'Reported' Transform Script Text Split Cut Columns Fill Drop Rows Delete Fill Promote Table Fold Unfold Clear Year State Property_crime_rate 1 2004 Alabama 4029.3 2 2005 Alabama 3900 3 2006 Alabama 3937 4 2007 Alabama 3974.9 5 2008 Alabama 4081.9 7 2004 Alaska 3370.9 8 2005 Alaska 3615 9 2006 Alaska 3582 10 2007 Alaska 3373.9 11 2008 Alaska 2928.3 13 2004 Arizona 5073.3 14 2005 Arizona 4827 15 2006 Arizona 4741.6 16 2007 Arizona 4502.6 17 2008 Arizona 4087.3 19 2004 Arkansas 4033.1 20 2005 Arkansas 4068 21 2006 Arkansas 4021.6 22 2007 Arkansas 3945.5 23 2008 Arkansas 3843.7 25 2004 California 3423.9 0 Reported crime in Alabama Alabama 6 Reported crime in Alaska Alaska 12 Reported crime in Arizona Arizona 18 Reported crime in Arkansas Arkansas 24 Reported crime in California California Figure 5.",
119,pagesOfTextToDisplay-1.json_119,Deleting rows.,
120,pagesOfTextToDisplay-1.json_120,"The analyst selects text in an unwanted row and selects a delete operation within the ""Rows"" menu.",
121,pagesOfTextToDisplay-1.json_121,Red highlighting previews which rows will be deleted.,
122,pagesOfTextToDisplay-1.json_122,inference by selecting 'Arizona' in the cell six rows below.,
123,pagesOfTextToDisplay-1.json_123,"Wrangler now suggests extracting text occurring after the string ""in "" (Fig.",
124,pagesOfTextToDisplay-1.json_124,3).,
125,pagesOfTextToDisplay-1.json_125,"The analyst executes this transform and renames the resulting column ""State"".",
126,pagesOfTextToDisplay-1.json_126,She notices that the column is sparsely populated.,
127,pagesOfTextToDisplay-1.json_127,"These missing values are in-Data Wrangler Export Import Split data repeatedly on newline into rows Split split repeatedly on ',' Promote row 0 to header Delete empty rows Extract from Year after 'in ' Set extract's name to State Fill State by copying values from above Delete rows where Year starts with 'Reported' Drop Year, Property_crime_rate Fold Year, Property_crime_rate using header as a key Fold Year, Property_crime_rate using row 0 as a key Unfold Year on Property_crime_rate Unfold Property_crime_rate on Year Merge Year, Property_crime_rate with glue Transform Script Text Split Cut Columns Fill Drop Rows Delete Fill Promote Table Fold Unfold Clear Next Prev Year State Property_crime_rate 0 2004 Alabama 4029.3 1 2005 Alabama 3900 2 2006 Alabama 3937 3 2007 Alabama 3974.9 4 2008 Alabama 4081.9 5 2004 Alaska 3370.9 6 2005 Alaska 3615 7 2006 Alaska 3582 8 2007 Alaska 3373.9 9 2008 Alaska 2928.3 10 2004 Arizona 5073.3 11 2005 Arizona 4827 12 2006 Arizona 4741.6 13 2007 Arizona 4502.6 14 2008 Arizona 4087.3 State 2004 2005 2006 2007 2008 0 Alabama 1 Alaska 2 Arizona 3 Arkansas 4 California 5 Colorado 6 Connecticut 7 Delaware 8 District of Columbia 9 Florida 10 Georgia 11 Hawaii 12 Idaho 13 Illinois 14 Indiana 15 Iowa 4029.3 3900 3937 3974.9 4081.9 3370.9 3615 3582 3373.9 2928.3 5073.3 4827 4741.6 4502.6 4087.3 4033.1 4068 4021.6 3945.5 3843.7 3423.9 3321 3175.2 3032.6 2940.3 3918.5 4041 3441.8 2991.3 2856.7 2684.9 2579 2575 2470.6 2490.8 3283.6 3118 3474.5 3427.1 3594.7 4852.8 4490 4653.9 4916.3 5104.6 4182.5 4013 3986.2 4088.8 4140.6 4223.5 4145 3928.8 3893.1 3996.6 4795.5 4800 4219.9 4119.3 3566.5 2781 2697 2386.9 2264.2 2116.5 3174.1 3092 3019.6 2935.8 2932.6 3403.6 3460 3464.3 3386.5 3339.6 2904.8 2845 2870.3 2648.6 2440.5 Figure 6.",
128,pagesOfTextToDisplay-1.json_128,Table reshaping.,
129,pagesOfTextToDisplay-1.json_129,"The analyst selects two columns, and then elects to unfold them to create a cross-tabulation.",
130,pagesOfTextToDisplay-1.json_130,A ghosted table overlay previews the result.,
131,pagesOfTextToDisplay-1.json_131,Color highlights show the correspondence of data between the start and end states.,
132,pagesOfTextToDisplay-1.json_132,dicated by the gray bar in the data quality meter above the column.,
133,pagesOfTextToDisplay-1.json_133,The analyst clicks the gray bar and Wrangler suggests transforms for missing values.,
134,pagesOfTextToDisplay-1.json_134,The analyst chooses to fill empty cells with the value from above (Fig.,
135,pagesOfTextToDisplay-1.json_135,4).,
136,pagesOfTextToDisplay-1.json_136,"Looking at the ""Year"" column, the analyst notices a red bar in the data quality meter indicating inconsistent data types.",
137,pagesOfTextToDisplay-1.json_137,"Wrangler has inferred that the column primarily contains numbers, and so has flagged non-numeric values as potential errors.",
138,pagesOfTextToDisplay-1.json_138,She decides to remove the rows containing the text 'Reported'.,
139,pagesOfTextToDisplay-1.json_139,She selects the text 'Reported' in row 0.,
140,pagesOfTextToDisplay-1.json_140,"Wrangler suggests split , extract , and cut transforms, but no delete operations.",
141,pagesOfTextToDisplay-1.json_141,"In response, the analyst selects the Delete command from the Rows menu in the transform editor.",
142,pagesOfTextToDisplay-1.json_142,This action reorders the suggestions so that delete commands have higher ranking.,
143,pagesOfTextToDisplay-1.json_143,She finds the suggestion that deletes the unwanted rows (Fig.,
144,pagesOfTextToDisplay-1.json_144,5) and executes the transform.,
145,pagesOfTextToDisplay-1.json_145,"At this point the analyst has wrangled the data into a proper relational format, sufficient for export to database and visualization tools.",
146,pagesOfTextToDisplay-1.json_146,But now suppose she would like to create a cross-tabulation of crime rates by state and year for subsequent graphing in Excel.,
147,pagesOfTextToDisplay-1.json_147,"She selects the ""Year"" and ""Property_crime_rate"" columns, previews the suggested unfold operation (Fig.",
148,pagesOfTextToDisplay-1.json_148,"6), then executes it to create the desired cross-tab.",
149,pagesOfTextToDisplay-1.json_149,"The unfold operation creates new columns for each unique value found in the ""Year"" column, and reorganizes the ""Property_crime_rate"" values by placing each in the appropriate cell in the resulting matrix.",
150,pagesOfTextToDisplay-1.json_150,The analyst's process results in a transformation script written in a declarative transformation language.,
151,pagesOfTextToDisplay-1.json_151,"The script provides an auditable description of the transformation enabling later inspection, reuse, and modification.",
152,pagesOfTextToDisplay-1.json_152,The analyst can also annotate these transformations with her rationale.,
153,pagesOfTextToDisplay-1.json_153,"By clicking the Export button above the transformation history, the analyst can either save the transformed data or generate runnable code implementing the transformation (Fig.",
154,pagesOfTextToDisplay-1.json_154,7).,
155,pagesOfTextToDisplay-1.json_155,"split( 'data' ).on(NEWLINE).max_splits(NO_MAX) split( 'split' ).on(COMMA).max_splits(NO_MAX) columnName().row(0) delete(isEmpty()) extract( 'Year' ).on( /.*/ ).after( /in / ) columnName( 'extract' ).to( 'State' ) fill( 'State' ).method(COPY).direction(DOWN) delete( 'Year starts with ""Reported""' ) unfold( 'Year' ).above( 'Property_crime_rate' ) dw.wrangle() .push(dwsplit('data').on(dw.",
156,pagesOfTextToDisplay-1.json_156,Regex.,
157,pagesOfTextToDisplay-1.json_157,NEWLINE).max_splits(dwsplit.,
158,pagesOfTextToDisplay-1.json_158,NO_MAX)) .push(dwsplit('split').on(dw.,
159,pagesOfTextToDisplay-1.json_159,Regex.,
160,pagesOfTextToDisplay-1.json_160,TAB).max_splits(dwsplit.,
161,pagesOfTextToDisplay-1.json_161,NO_MAX)) .push(dw.filter(dw.isEmpty())) .push(dw.extract('Year')..on(/.*/)).after(/in /) .push(dw.columnName('match').to('State')) .push(dw.fill('State').method(dw.,
162,pagesOfTextToDisplay-1.json_162,Fill.,
163,pagesOfTextToDisplay-1.json_163,COPY).direction(dw.,
164,pagesOfTextToDisplay-1.json_164,Fill.,
165,pagesOfTextToDisplay-1.json_165,DOWN)) .push(dw.unfold('Year').above('Property_crime_rate')) Figure 7.,
166,pagesOfTextToDisplay-1.json_166,"The result of a data wrangling session is a declarative data cleaning script, shown here as generated JavaScript code.",
167,pagesOfTextToDisplay-1.json_167,The script encodes a step-by-step description of how to operate on input data; a Wrangler runtime evaluates the script to produce transformed data.,
168,pagesOfTextToDisplay-1.json_168,DESIGN PROCESS We based Wrangler on a transformation language with a handful of operators.,
169,pagesOfTextToDisplay-1.json_169,Originally we thought that each of these operators might correspond to a single interaction with example data in a table view.,
170,pagesOfTextToDisplay-1.json_170,"However, after considering different mappings and evaluating their implications, we were unable to devise an intuitive and unambiguous mapping between simple gestures and the full expressiveness of the language.",
171,pagesOfTextToDisplay-1.json_171,A given interaction could imply multiple transforms and multiple interactions might imply the same transform.,
172,pagesOfTextToDisplay-1.json_172,"Although this many-to-many relationship between the language and interaction might complicate our interface, we found the relationship to be relatively sparse in practice: the number of likely transforms for a given gesture is small.",
173,pagesOfTextToDisplay-1.json_173,"As a result, we adopted a mixed-initiative approach [12]; instead of mapping an interaction to a single transform, we surface likely transforms as an ordered list of suggestions.",
174,pagesOfTextToDisplay-1.json_174,"We then focused on rapid means for users to navigate—prune, refine, and evaluate—these suggestions to find a desired transform.",
175,pagesOfTextToDisplay-1.json_175,"Wrangler is a browser-based web application, written in JavaScript.",
176,pagesOfTextToDisplay-1.json_176,In the next section we describe the Wrangler trans-formation language.,
177,pagesOfTextToDisplay-1.json_177,We then present the Wrangler interface and its techniques for navigating suggestion space.,
178,pagesOfTextToDisplay-1.json_178,"Next, we describe Wrangler's mechanisms for verification.",
179,pagesOfTextToDisplay-1.json_179,We go on to discuss the technical details of our inference engine.,
180,pagesOfTextToDisplay-1.json_180,THE WRANGLER TRANSFORMATION LANGUAGE Underlying the Wrangler interface is a declarative data transformation language.,
181,pagesOfTextToDisplay-1.json_181,"Both prior work [8, 17, 22] and empirical data guided the language design.",
182,pagesOfTextToDisplay-1.json_182,As our starting point we used the Potter's Wheel transformation language [22] (which in turn draws from SchemaSQL [17]).,
183,pagesOfTextToDisplay-1.json_183,"Informed by a corpus of data sets gathered from varied sources (e.g., data.gov, NGOs, log files, web APIs), we then extended the language with additional operators for common data cleaning tasks.",
184,pagesOfTextToDisplay-1.json_184,"These include features such as positional operators, aggregation, semantic roles, and complex reshaping operators (e.g., using multiple key rows for cross-tabs).",
185,pagesOfTextToDisplay-1.json_185,"We also introduced conditional mapping operators (e.g., update country to ""U.S."" where state=""California"").",
186,pagesOfTextToDisplay-1.json_186,Language statements manipulate data tables with numbered rows and named columns of data.,
